ID,Title,Content,Excerpt,Date,Post Type,Permalink,Image URL,Image Title,Image Caption,Image Description,Image Alt Text,Image Featured,Attachment URL,mm365_services_looking_for,mm365_services_industry,mm365_mr_mbe_category,mm365_services_details,mm365_service_country,mm365_service_state,mm365_service_city,mm365_location_for_search,mm365_certifications,mm365_naics_codes,mm365_number_of_employees,mm365_size_of_company,mm365_requester_id,mm365_requester_company_id,mm365_requester_company_name,mm365_matchrequest_status,mm365_matched_companies,mm365_matched_companies_approved_time,mm365_matched_companies_approved_by,Status,Author ID,Author Username,Author Email,Author First Name,Author Last Name,Slug,Format,Template,Parent,Parent Slug,Order,Comment Status,Ping Status,Post Modified Date
3085,MR-2144-1618359889,,,14-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1618359889/,,,,,,,,other,other|Hair Care,BLF|BLM,African American Hair Care Products,233,all,all,"'-, -,United States",,,,,2144,3043,H2soft Pvt Ltd,pending,"[[2926,""0""],[2848,""0""],[3023,""0""],[2845,""0""],[2307,""0""],[2935,""0""],[2987,""0""],[2897,""0""],[2868,""0""],[2854,""0""],[2956,""0""],[2660,""0""],[2447,""0""],[2840,""0""],[2201,""0""],[2456,""0""],[2968,""0""],[2304,""0""],[2866,""0""],[2876,""0""],[2733,""0""],[2430,""0""],[2429,""0""],[2312,""0""],[2541,""0""],[2760,""0""],[2763,""0""],[2431,""0""],[2729,""0""],[2764,""0""],[2308,""0""],[2538,""0""],[2767,""0""],[2726,""0""],[2328,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1618359889,,,0,0,0,closed,closed,14-04-2021
3086,MR-2144-1618384425,,,14-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1618384425/,,,,,,,,other|Baking,Food and Beverage,BLF,Looking for Home made PIES,233,1426,,"'-, Michigan,United States",,311813,,,2144,3043,H2soft Pvt Ltd,pending,"[[3032,""0""],[2635,""0""],[2993,""0""],[2845,""0""],[2938,""0""],[2870,""0""],[2575,""0""],[2886,""0""],[2882,""0""],[2324,""0""],[2875,""0""],[2873,""0""],[2855,""0""],[2868,""0""],[2859,""0""],[2897,""0""],[2343,""0""],[2849,""0""],[2843,""0""],[2840,""0""],[2839,""0""],[2308,""0""],[2901,""0""],[2304,""0""],[2933,""0""],[2953,""0""],[2946,""0""],[2942,""0""],[2940,""0""],[2276,""0""],[2936,""0""],[2932,""0""],[2281,""0""],[2830,""0""],[2929,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1618384425,,,0,0,0,closed,closed,14-04-2021
3087,MR-2144-1618384807,,,14-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1618384807/,,,,,,,,other|Baking ,Food and Beverage,BLM,looking for ice cream services for parties and baking pies,233,1426,115291,"Detroit, Michigan,United States",,,&lt; 20,,2144,3043,H2soft Pvt Ltd,pending,"[[2885,""0""],[3032,""0""],[2870,""0""],[2983,""0""],[2646,""0""],[2236,""0""],[2978,""0""],[2979,""0""],[2443,""0""],[2980,""0""],[2767,""0""],[2376,""0""],[2312,""0""],[2242,""0""],[2924,""0""],[2315,""0""],[2853,""0""],[2991,""0""],[2631,""0""],[2852,""0""],[2742,""0""],[2518,""0""],[2818,""0""],[2760,""0""],[2303,""0""],[2950,""0""],[2421,""0""],[2408,""0""],[2700,""0""],[2703,""0""],[2753,""0""],[2496,""0""],[2455,""0""],[2879,""0""],[2538,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1618384807,,,0,0,0,closed,closed,14-04-2021
3088,MR-2144-1618385000,,,14-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1618385000/,,,,,,,,Staffing,Banking/Finance,HIM,looking for health insurance.,233,1426,127848,"Troy, Michigan,United States",,,,,2144,3043,H2soft Pvt Ltd,pending,"[[2512,""0""],[2845,""0""],[2283,""0""],[2220,""0""],[2650,""0""],[2710,""0""],[2623,""0""],[2974,""0""],[2231,""0""],[2816,""0""],[2240,""0""],[2477,""0""],[2730,""0""],[2460,""0""],[2461,""0""],[2722,""0""],[2256,""0""],[2720,""0""],[2449,""0""],[2253,""0""],[2716,""0""],[2691,""0""],[2495,""0""],[2682,""0""],[2453,""0""],[2199,""0""],[2447,""0""],[2287,""0""],[2891,""0""],[2359,""0""],[2298,""0""],[2842,""0""],[2831,""0""],[2931,""0""],[2291,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1618385000,,,0,0,0,closed,closed,14-04-2021
3089,MR-2144-1618385818,,,14-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1618385818/,,,,,,,,Waste removal,other|Chemical Industries,null,chemical water treatment,233,all,all,"'-, -,United States",,,,,2144,3043,H2soft Pvt Ltd,pending,"[[2403,""0""],[2225,""0""],[2819,""0""],[2996,""0""],[2368,""0""],[2431,""0""],[2944,""0""],[2753,""0""],[2673,""0""],[2790,""0""],[2815,""0""],[2876,""0""],[2330,""0""],[2503,""0""],[2570,""0""],[2616,""0""],[2529,""0""],[3006,""0""],[2980,""0""],[2211,""0""],[2772,""0""],[2472,""0""],[2476,""0""],[2479,""0""],[2478,""0""],[2477,""0""],[2463,""0""],[2466,""0""],[2465,""0""],[2470,""0""],[2475,""0""],[2474,""0""],[2467,""0""],[2468,""0""],[2469,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1618385818,,,0,0,0,closed,closed,14-04-2021
3090,MR-2144-1618386407,,,14-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1618386407/,,,,,,,,Engineering and Design,Home and Home Decorating|Information Technology,BLF,looking for architect for building designing,233,1426,115291,"Detroit, Michigan,United States",,,&lt; 20,"$100,000 - $500,000",2144,3043,H2soft Pvt Ltd,approved,"[[2943,""1""],[2467,""1""],[2281,""0""],[2455,""0""],[2750,""0""],[2764,""0""],[2886,""0""],[2370,""0""],[3032,""0""],[2969,""0""],[2776,""0""],[3009,""0""],[2456,""0""],[2897,""0""],[2875,""0""],[2817,""1""],[3010,""0""],[2958,""0""],[2292,""0""],[2423,""0""],[2953,""0""],[2225,""0""],[2987,""0""],[2859,""0""],[2721,""0""],[2743,""0""],[2855,""0""],[2932,""0""],[2585,""0""],[2234,""0""],[2561,""0""],[2942,""0""],[3020,""0""],[2929,""0""],[2633,""0""]]",1618485022,1246,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1618386407,,,0,0,0,closed,closed,14-04-2021
3091,MR-2144-1618388256,,,14-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1618388256/,,,,,,,,Engineering and Design,Home and Home Decorating|Information Technology,BLF,Looking for architect for building designing,233,1426,all,"'-, Michigan,United States",,,,,2144,3043,H2soft Pvt Ltd,pending,"[[2943,""0""],[2933,""0""],[2957,""0""],[3023,""0""],[2281,""0""],[2467,""0""],[2925,""0""],[2455,""0""],[2929,""0""],[2927,""0""],[2926,""0""],[2513,""0""],[2575,""0""],[2911,""0""],[2293,""0""],[2908,""0""],[2660,""0""],[2901,""0""],[2897,""0""],[2304,""0""],[2500,""0""],[2292,""0""],[2276,""0""],[2932,""0""],[2946,""0""],[2958,""0""],[2264,""0""],[2953,""0""],[2633,""0""],[2635,""0""],[2636,""0""],[2638,""0""],[2668,""0""],[2639,""0""],[2942,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1618388256,,,0,0,0,closed,closed,14-04-2021
3092,MR-2144-1618406527,,,14-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1618406527/,,,,,,,,Logistics and inventory management,Automotive,null,"Logistics providers for shipments to and from the US, Europe, and China",233,all,all,"'-, -,United States",,,,,2144,3043,H2soft Pvt Ltd,pending,"[[2705,""0""],[2955,""0""],[2834,""0""],[2643,""0""],[2541,""0""],[2389,""0""],[2732,""0""],[2323,""0""],[2372,""0""],[2854,""0""],[2492,""0""],[2938,""0""],[2866,""0""],[2909,""0""],[2750,""0""],[2677,""0""],[2697,""0""],[2279,""0""],[2292,""0""],[2452,""0""],[2954,""0""],[2572,""0""],[2947,""0""],[2367,""0""],[2341,""0""],[2688,""0""],[2450,""0""],[2212,""0""],[2200,""0""],[2813,""0""],[2539,""0""],[2704,""0""],[2735,""0""],[2451,""0""],[2459,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1618406527,,,0,0,0,closed,closed,14-04-2021
3096,MR-2146-1618488404,,,15-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2146-1618488404/,,,,,,,,Cleaning and area maintenance,Automotive,null,Cleaning and Janitorial service,233,all,all,"'-, -,United States",,,,,2146,3095,Michigan Automotive System,pending,"[[2890,""0""],[2207,""0""],[2269,""0""],[2913,""0""],[2362,""0""],[2687,""0""],[2521,""0""],[2524,""0""],[2276,""0""],[2733,""0""],[2905,""0""],[2710,""0""],[2331,""0""],[2616,""0""],[2987,""0""],[2753,""0""],[2747,""0""],[2456,""0""],[2590,""0""],[2528,""0""],[2942,""0""],[2230,""0""],[2703,""0""],[2626,""0""],[2210,""0""],[2311,""0""],[2423,""0""],[2503,""0""],[2760,""0""],[2202,""0""],[2413,""0""],[2286,""0""],[2490,""0""],[2306,""0""],[2552,""0""]]",,,publish,2146,raktest,raktest@yopmail.com,Rakesh,Test,mr-2146-1618488404,,,0,0,0,closed,closed,15-04-2021
3097,MR-2146-1618489116,,,15-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2146-1618489116/,,,,,,,,Manufacturing - Castings,Automotive,null,Aluminum casting,233,all,all,"'-, -,United States",,,,,2146,3095,Michigan Automotive System,pending,"[[2833,""0""],[2977,""0""],[2770,""0""],[2394,""0""],[2844,""0""],[2583,""0""],[2951,""0""],[2705,""0""],[2712,""0""],[2624,""0""],[2205,""0""],[2718,""0""],[2477,""0""],[2482,""0""],[2480,""0""],[2479,""0""],[2481,""0""],[2483,""0""],[2478,""0""],[2485,""0""],[2476,""0""],[2475,""0""],[2474,""0""],[2473,""0""],[2471,""0""],[2472,""0""],[2470,""0""],[2469,""0""],[2468,""0""],[2467,""0""],[2466,""0""],[2484,""0""],[2490,""0""],[2486,""0""],[2499,""0""]]",,,publish,2146,raktest,raktest@yopmail.com,Rakesh,Test,mr-2146-1618489116,,,0,0,0,closed,closed,15-04-2021
3098,MR-2146-1618489775,,,15-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2146-1618489775/,,,,,,,,other,Automotive,null,Aluminum casting,240,,,"'-, -,Vietnam",,,,,2146,3095,Michigan Automotive System,nomatch,,,,publish,2146,raktest,raktest@yopmail.com,Rakesh,Test,mr-2146-1618489775,,,0,0,0,closed,closed,15-04-2021
3099,MR-2146-1618499586,,,15-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2146-1618499586/,,,,,,,,Manufacturing - Castings,Automotive,null,Aluminum casting,233,1426,,"'-, Michigan,United States",,,,,2146,3095,Michigan Automotive System,approved,"[[2833,""1""],[2977,""1""],[2770,""1""],[2394,""0""],[2844,""0""],[2583,""0""],[2951,""0""],[2705,""0""],[2712,""0""],[2624,""0""],[2205,""0""],[2718,""0""],[2477,""0""],[2482,""0""],[2480,""0""],[2479,""0""],[2481,""0""],[2483,""0""],[2478,""0""],[2485,""0""],[2476,""0""],[2475,""0""],[2474,""0""],[2473,""0""],[2471,""0""],[2472,""0""],[2470,""0""],[2469,""0""],[2468,""0""],[2467,""0""],[2466,""0""],[2484,""0""],[2490,""0""],[2486,""0""],[2499,""0""]]",1618500177,1246,publish,2146,raktest,raktest@yopmail.com,Rakesh,Test,mr-2146-1618499586,,,0,0,0,closed,closed,15-04-2021
3100,MR-2144-1618758389,,,18-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1618758389/,,,,,,,,Manufacturing - Injection Molding,Automotive,null,Plastic Injection Molders,233,all,all,"'-, -,United States",,,,,2144,3043,H2soft Pvt Ltd,pending,"[[2206,""0""],[2795,""0""],[2314,""0""],[2473,""0""],[2844,""0""],[2761,""0""],[2823,""0""],[2293,""0""],[2899,""0""],[2977,""0""],[2369,""0""],[2424,""0""],[2544,""0""],[2972,""0""],[2662,""0""],[2663,""0""],[2811,""0""],[2777,""0""],[2775,""0""],[2475,""0""],[2466,""0""],[2478,""0""],[2467,""0""],[2477,""0""],[2476,""0""],[2474,""0""],[2468,""0""],[2480,""0""],[2469,""0""],[2471,""0""],[2470,""0""],[2472,""0""],[2479,""0""],[2483,""0""],[2482,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1618758389,,,0,0,0,closed,closed,18-04-2021
3101,MR-2144-1618760969,,,18-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1618760969/,,,,,,,,other|Wire Form Manufacturing,Automotive,null,Wire Form Manufacturing,233,all,all,"'-, -,United States",,,,,2144,3043,H2soft Pvt Ltd,approved,"[[2748,""0""],[2304,""0""],[2495,""1""],[2812,""0""],[2972,""0""],[2363,""1""],[2673,""0""],[2365,""0""],[2844,""0""],[2397,""0""],[2882,""0""],[2804,""0""],[2751,""0""],[2999,""0""],[2340,""0""],[2491,""0""],[2813,""0""],[2918,""0""],[2241,""0""],[2314,""0""],[2378,""0""],[2215,""0""],[2207,""0""],[2252,""0""],[2389,""0""],[2293,""0""],[2209,""0""],[2231,""0""],[2206,""0""],[2245,""0""],[2216,""0""],[2262,""0""],[2305,""0""],[2220,""0""],[2299,""0""]]",1618843826,1246,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1618760969,,,0,0,0,closed,closed,18-04-2021
3105,MR-2144-1618836097,,,19-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1618836097/,,,,,,,,Software Services,Information Technology,BLM,In need of Hardware and Software services,233,1426,all,"'-, Michigan,United States",,,,,2144,3043,H2soft Pvt Ltd,pending,"[[2389,""0""],[2785,""0""],[3038,""0""],[2702,""0""],[2706,""0""],[2906,""0""],[2261,""0""],[2461,""0""],[2755,""0""],[2831,""0""],[2891,""0""],[2962,""0""],[2951,""0""],[2848,""0""],[2656,""0""],[2429,""0""],[3022,""0""],[2920,""0""],[2456,""0""],[2402,""0""],[2435,""0""],[2560,""0""],[2752,""0""],[2316,""0""],[2746,""0""],[2509,""0""],[2930,""0""],[2359,""0""],[2364,""0""],[2414,""0""],[2696,""0""],[2861,""0""],[2758,""0""],[2723,""0""],[2732,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1618836097,,,0,0,0,closed,closed,19-04-2021
3106,MR-2144-1618917231,,,20-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1618917231/,,,,,,,,Cleaning and area maintenance,Construction,BLF,Looking for cleaning and janitor services,233,1426,126772,"Southfield, Michigan,United States",,,,,2144,3043,H2soft Pvt Ltd,pending,"[[2207,""0""],[2276,""0""],[2890,""0""],[2687,""0""],[2987,""0""],[2693,""0""],[3010,""0""],[2269,""0""],[2913,""0""],[2753,""0""],[2905,""0""],[2710,""0""],[2616,""0""],[2362,""0""],[2331,""0""],[2871,""0""],[2838,""0""],[2745,""0""],[2733,""0""],[2306,""0""],[2707,""0""],[2552,""0""],[2524,""0""],[2521,""0""],[2490,""0""],[2286,""0""],[2972,""0""],[3007,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1618917231,,,0,0,0,closed,closed,20-04-2021
3109,MR-2144-1619005931,,,21-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1619005931/,,,,,,,,Accounting,Agriculture,null,Test,233,all,all,"'-, -,United States",,,,,2144,3043,H2soft Pvt Ltd,pending,"[[2717,""0""],[2958,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1619005931,,,0,0,0,closed,closed,27-04-2021
3213,MR-2144-1619574431,,,28-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1619574431/,,,,,,,,other|Construction| General Contractor,Construction,null,General contractor to work on automotive assembly plants,233,all,all,"'-, -,United States",,,,,2144,3043,H2soft Pvt Ltd,pending,"[[2890,""0""],[2825,""0""],[2781,""0""],[3160,""0""],[2895,""0""],[2867,""0""],[2719,""0""],[2626,""0""],[2533,""0""],[2823,""0""],[2881,""0""],[2743,""0""],[2532,""0""],[3110,""0""],[3122,""0""],[3210,""0""],[2642,""0""],[3207,""0""],[2648,""0""],[2801,""0""],[3119,""0""],[2845,""0""],[2871,""0""],[2909,""0""],[3200,""0""],[3128,""0""],[3114,""0""],[2311,""0""],[3173,""0""],[2759,""0""],[2734,""0""],[2568,""0""],[2407,""0""],[2395,""0""],[2285,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1619574431,,,0,0,0,closed,closed,28-04-2021
3214,MR-2144-1619575221,,,28-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1619575221/,,,,,,,,other|Construction| General Contractor,Construction,null,General Contractor,233,all,all,"'-, -,United States",,,,,2144,3043,H2soft Pvt Ltd,pending,"[[2890,""0""],[3160,""0""],[2533,""0""],[2626,""0""],[2825,""0""],[3122,""0""],[2759,""0""],[3200,""0""],[3173,""0""],[2734,""0""],[2568,""0""],[2532,""0""],[2407,""0""],[2395,""0""],[2285,""0""],[2845,""0""],[3111,""0""],[2781,""0""],[3207,""0""],[2990,""0""],[2988,""0""],[2980,""0""],[2800,""0""],[2673,""0""],[2722,""0""],[2642,""0""],[2623,""0""],[2438,""0""],[2375,""0""],[2277,""0""],[2225,""0""],[2881,""0""],[2615,""0""],[2724,""0""],[2728,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1619575221,,,0,0,0,closed,closed,28-04-2021
3215,MR-2144-1619625062,,,28-04-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1619625062/,,,,,,,,Manufacturing - Composites|other,Automotive,null,Injection molders,233,all,all,"'-, -,United States",,,,,2144,3043,H2soft Pvt Ltd,approved,"[[2206,""1""],[2293,""1""],[2314,""1""],[2369,""1""],[2424,""0""],[2473,""0""],[2761,""0""],[2795,""0""],[2823,""0""],[2844,""0""],[2899,""0""],[2977,""0""],[3117,""0""],[3126,""0""],[3170,""0""],[3204,""0""]]",1619625152,1246,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1619625062,,,0,0,0,closed,closed,28-04-2021
3238,MR-2144-1620666665,,,10-05-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1620666665/,,,,,,,,Software Development,Banking/Finance,AIM,Accounting software development,233,all,all,"'-, -,United States",,,,,2144,3043,H2soft Pvt Ltd,pending,"[[2702,""0""],[3182,""0""],[2461,""0""],[2755,""0""],[3192,""0""],[2509,""0""],[3189,""0""],[2891,""0""],[2930,""0""],[2758,""0""],[2723,""0""],[2828,""0""],[2836,""0""],[2543,""0""],[2539,""0""],[2227,""0""],[2516,""0""],[2515,""0""],[2526,""0""],[2504,""0""],[2494,""0""],[2527,""0""],[2453,""0""],[2297,""0""],[2774,""0""],[2555,""0""],[2560,""0""],[2732,""0""],[2888,""0""],[3194,""0""],[2696,""0""],[2814,""0""],[2991,""0""],[2249,""0""],[2267,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1620666665,,,0,0,0,closed,closed,10-05-2021
3240,MR-2257-1620742682,,,11-05-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2257-1620742682/,,,,,,,,Capital Equipment,Automotive,BLF,test,233,1407,115930,"El Paso, Texas,United States",IATF,,,,2257,3239,Tenneco Inc.,approved,"[[2958,""1""],[2717,""1""]]",1620743492,1246,publish,2257,raktest,raktest@yopmail.com,Rakesh,Test,mr-2257-1620742682,,,0,0,0,closed,closed,11-05-2021
3242,MR-2255-1620762555,,,11-05-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2255-1620762555/,,,,,,,,Accounting,Automotive,BLF,Accounting services,233,1426,all,"'-, Michigan,United States",,,,"&lt;$100,000",2255,3218,"N.S. INTERNATIONAL, Ltd.",approved,"[[2869,""1""],[2513,""1""],[2957,""1""],[2991,""1""],[2960,""1""],[2824,""1""],[2358,""1""],[3137,""1""],[2816,""1""],[2398,""1""],[2539,""1""],[2333,""1""],[2301,""1""],[2288,""1""],[2235,""1""],[2227,""1""],[3188,""1""]]",1620820907,1246,publish,2255,raktest,raktest@yopmail.com,Rakesh,Test,mr-2255-1620762555,,,0,0,0,closed,closed,11-05-2021
3247,MR-2144-1620908026,,,13-05-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1620908026/,,,,,,,,Software Development,Banking/Finance,AIM,Accounting software development,233,all,all,"'-, -,United States",,,,,2144,3043,H2soft Pvt Ltd,pending,"[[2702,""0""],[3182,""0""],[2461,""0""],[2755,""0""],[3192,""0""],[3189,""0""],[2509,""0""],[2891,""0""],[2930,""0""],[2723,""0""],[2836,""0""],[2828,""0""],[2758,""0""],[2543,""0""],[2227,""0""],[2539,""0""],[2527,""0""],[2516,""0""],[2526,""0""],[2560,""0""],[2555,""0""],[2504,""0""],[2494,""0""],[2732,""0""],[2774,""0""],[2453,""0""],[2888,""0""],[3194,""0""],[2297,""0""],[2515,""0""],[2814,""0""],[2696,""0""],[2842,""0""],[2267,""0""],[2249,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1620908026,,,0,0,0,closed,closed,13-05-2021
3248,MR-2152-1620909012,,,13-05-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2152-1620909012/,,,,,,,,Software Services,Information Technology,AIF,looking for IT solutions company,233,all,all,"'-, -,United States",,84378,,,2152,3107,Raka software solution,pending,"[[3043,""0""],[2543,""0""],[2802,""0""],[2918,""0""],[2261,""0""],[2804,""0""],[2812,""0""],[2925,""0""],[2821,""0""],[2435,""0""],[2545,""0""],[2557,""0""],[2686,""0""],[2850,""0""],[2831,""0""],[2847,""0""],[2239,""0""],[2874,""0""],[2972,""0""],[3012,""0""],[3030,""0""],[3172,""0""],[2291,""0""],[2694,""0""],[2930,""0""],[2919,""0""],[2865,""0""],[2828,""0""],[2839,""0""],[2316,""0""],[2702,""0""],[2414,""0""],[2920,""0""],[2502,""0""],[2623,""0""]]",,,publish,2152,raktest,raktest@yopmail.com,Rakesh,Test,mr-2152-1620909012,,,0,0,0,closed,closed,13-05-2021
3251,MR-2258-1620910225,,,13-05-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2258-1620910225/,,,,,,,,Software Development|Software Services,Information Technology,null,software testing and development company. design and digital software product development company.,233,all,all,"'-, -,United States",,,,,2258,3249,VT software solutions,approved,"[[2543,""0""],[2828,""0""],[3182,""0""],[3107,""1""],[2702,""0""],[3177,""0""],[2839,""0""],[2509,""0""],[2236,""0""],[2389,""0""],[2527,""0""],[2918,""0""],[2930,""0""],[2789,""0""],[2978,""0""],[2461,""0""],[2746,""0""],[2820,""0""],[2755,""0""],[3161,""0""],[2261,""0""],[2316,""0""],[2804,""0""],[2220,""0""],[2492,""0""],[2891,""0""],[3004,""0""],[2941,""0""],[2836,""0""],[2454,""0""],[2570,""0""],[2517,""0""],[3193,""0""],[2402,""0""],[3163,""0""]]",1620910370,2,publish,2258,raktest,raktest@yopmail.com,Rakesh,Test,mr-2258-1620910225,,,0,0,0,closed,closed,13-05-2021
3254,MR-2259-1620914603,,,13-05-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2259-1620914603/,,,,,,,,Manufacturing - Assemblies/Sub Assemblies,Automotive,AIF|AIM|APF|APM|BLF|BLM|HIF|HIM|NAF|NAM|WHF,Stamped and welded assemblies.,233,all,all,"'-, -,United States",,,,,2259,3253,Lear Corporation,approved,"[[2399,""1""],[2671,""1""],[2990,""1""],[2491,""1""],[2417,""1""],[3157,""1""],[3154,""1""],[2726,""1""],[2584,""1""],[2542,""1""],[2522,""1""],[2495,""1""],[2373,""1""],[2382,""1""],[2364,""1""],[2345,""1""],[2280,""1""],[2238,""1""],[2219,""1""],[2206,""1""],[2205,""1""],[3170,""1""]]",1620916917,1246,publish,2259,raktest,raktest@yopmail.com,Rakesh,Test,mr-2259-1620914603,,,0,0,0,closed,closed,13-05-2021
3257,MR-2144-1620947567,,,13-05-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1620947567/,,,,,,,,other|Training Provider,other|Professional Services,null,Training providers,233,all,all,"'-, -,United States",,,,,2144,3043,H2soft Pvt Ltd,approved,"[[2236,""1""],[2882,""0""],[2956,""1""],[3134,""0""],[2676,""0""],[2208,""1""],[2333,""0""],[2454,""0""],[2660,""0""],[2836,""0""],[2938,""0""],[2955,""0""],[2541,""0""],[2750,""0""],[2389,""0""],[2893,""0""],[2755,""0""],[2765,""1""],[2789,""0""],[2830,""0""],[2851,""0""],[2871,""0""],[2880,""0""],[3031,""0""],[2927,""0""],[2933,""0""],[2968,""0""],[2976,""0""],[2983,""0""],[3009,""0""],[3010,""0""],[2666,""0""],[3118,""0""],[3206,""0""],[2715,""0""]]",1621260991,2,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1620947567,,,0,0,0,closed,closed,13-05-2021
3259,MR-2261-1621000532,,,14-05-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2261-1621000532/,,,,,,,,Manufacturing - Forgings,Automotive,BLF,Testing,233,all,all,"'-, -,United States",,,,,2261,3258,Ford Motor Company,approved,"[[2543,""0""],[2236,""1""],[2958,""1""],[2454,""1""],[2570,""1""],[2978,""1""],[2844,""0""],[3107,""1""],[3194,""1""],[3160,""1""],[3138,""1""],[3030,""1""],[3003,""1""],[3001,""1""],[2976,""1""],[2930,""1""],[2823,""1""],[2836,""1""],[2828,""1""],[2708,""1""],[2491,""1""],[2461,""1""],[2453,""1""],[2402,""1""],[2342,""1""],[2336,""1""],[2261,""1""],[2220,""1""]]",1621260900,2,publish,2261,raktest,raktest@yopmail.com,Rakesh,Test,mr-2261-1621000532,,,0,0,0,closed,closed,14-05-2021
3261,MR-2144-1621361863,,,18-05-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1621361863/,,,,,,,,Manufacturing - Injection Molding,Automotive,null,Plastic injection molders for the automotive industry,all,all,all,"'-, -,-",,,,,2144,3043,H2soft Pvt Ltd,pending,"[[3256,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1621361863,,,0,0,0,closed,closed,18-05-2021
3262,MR-2144-1621364141,,,18-05-2021,mm365_matchrequests,https://uat.minoritysupplier.org/matchrequest/mr-2144-1621364141/,,,,,,,,Manufacturing - Injection Molding,Automotive,null,Injection Molding,233,all,all,"'-, -,United States",,,,,2144,3043,H2soft Pvt Ltd,pending,"[[2795,""0""],[3204,""0""],[2761,""0""],[2823,""0""],[2977,""0""],[3117,""0""],[2663,""0""],[2844,""0""],[3170,""0""],[3126,""0""],[2899,""0""],[2314,""0""],[2473,""0""],[2424,""0""],[2369,""0""],[2293,""0""],[2206,""0""],[2719,""0""]]",,,publish,2144,raktest,raktest@yopmail.com,Rakesh,Test,mr-2144-1621364141,,,0,0,0,closed,closed,18-05-2021
